ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
13       0.8406862825155258 0.8491426760951678 0.9580413699150085 0.9123166769947091 0.03600915968418117 0.026056408882141113 0.8910045504570008 0.966781751598619 0.8697403371334076 0.9670922237891268 0.8861910700798035 0.9729052498936653 0.9639943987131119 0.002714395523071289 0.0018047690391540527 0.002316095731284256 0.07466308558621765 8.412214570663247e-05 0.8908315062522888 0.6067248582839966
14       0.7677987317244211 0.8193924700220425 0.9486916363239288 0.9146524163023118 0.07253987048611499 0.0319909006357193 0.8702963292598724 0.9438955074492608 0.8576617240905762 0.9469126746681524 0.7868340015411377 0.987815507998069 0.9507068246603012 0.8511076718568802 0.9478170946240425 0.0013166629780735557 0.02432070275313406 8.380777074392308e-05 0.8877808252970377 0.8182119131088257
15       0.734317734837532 0.7568967267870903 0.9221985787153244 0.894965346804575 0.03461321388802874 0.03560654819011688 0.848418003320694 0.9525195011047778 0.8136497735977173 0.9543923035133552 0.8136497735977173 0.9865297637879848 0.9470577090978622 0.8109819889068604 0.19371551275253296 0.0007251283987693338 0.07878936606733225 1.817167394323016e-05 0.8655428290367126 0.4963746666908264
16       0.772741990784804 0.7827789386113484 0.9417940974235535 0.8900210316169936 0.08032378443965205 0.04232509434223175 0.9254301488399506 0.9681302853530922 0.9182049632072449 0.9701355451610905 0.902413010597229 0.9334042722980181 0.9699281603097916 0.009476721286773682 0.01353675127029419 0.0004023813731455281 0.013875960071957221 3.0819984796429724e-05 0.8614152272542318 0.6393986344337463
17       0.8282142609357834 0.8539010524749756 0.9608157724142075 0.9020155938890051 0.028187833229700754 0.051801204681396484 0.9684087574481964 0.9928396703020752 0.9447046518325806 0.9918672877616324 0.9447046518325806 0.9917289018630981 0.9883943796157837 0.12607377767562866 0.0028548836708068848 0.006038560971169546 0.11355045285218109 0.0005190412972063778 0.9351650595664978 0.8538926243782043
18       0.7974303215742111 0.8225157409906387 0.9535549283027649 0.8924945093070468 0.0391826331615448 0.031028687953948975 0.9706077724695206 0.9934246470932298 0.9555422365665436 0.9935703131897426 0.9456439316272736 0.9957109838724136 0.9722926616668701 0.20229017734527588 0.28636085987091064 0.0021758940022476117 0.04346668285483444 9.88826572954011e-05 0.9304843246936798 0.8581057190895081
19       0.781899019703269 0.8133827768887083 0.9651789665222168 0.9089757461894166 0.07405143138021231 0.05967766046524048 0.869962352514267 0.9180092633358531 0.8258563280105591 0.9305414053352248 0.8258563280105591 0.9841667864471674 0.9654001593589783 0.08204919099807739 0.025687754154205322 0.0028504402129668053 0.06410860714823666 0.0001260054869964468 0.9352138996124267 0.9062033295631409
20       0.7840909337004026 0.8025108513732752 0.9536646455526352 0.921536016637686 0.02597773334254394 0.017011120915412903 0.9080554395914078 0.9531162040354735 0.8792158961296082 0.9587699874865532 0.851570338010788 0.9816258882482847 0.971295565366745 0.2363274097442627 0.14548397064208984 0.004103638400609804 0.18852824230231238 0.00010069955869477307 0.897085706392924 0.8598352074623108
21       0.7974269539117813 0.8241204954683781 0.9586125612258911 0.9044587176074 0.05559620261192322 0.07103271782398224 0.9537157714366913 0.990384362057469 0.9269456267356873 0.992504546259009 0.9269456267356873 0.9794607907533646 0.9849677383899689 0.03760117292404175 0.20449280738830566 0.0013092089010576194 0.032634011525792296 7.546307717050094e-05 0.8522002299626669 0.7545185089111328
22       0.8233319103717804 0.8364467188715935 0.9562451988458633 0.9129849926285122 0.037355156960310776 0.022695794701576233 0.9346321880817413 0.9862562521002474 0.9096977114677429 0.9869981944384012 0.9110409617424011 0.9982528418302536 0.9492122828960419 0.003124833106994629 0.015000104904174805 0.0020271318150865813 0.08486371517424054 9.88826572954011e-05 0.9228764772415161 0.8009591698646545
23       0.8091534916311502 0.8603084133937955 0.9679194688796997 0.9145142480012882 0.06306117624044416 0.05454447865486145 0.9514041692018509 0.9916925626924158 0.9123665690422058 0.9912819910226203 0.930431991815567 0.9512248318642378 0.9820023626089096 0.8957537487149239 0.027979135513305664 0.0018366063167925396 0.031192541559168365 9.167933537883996e-05 0.9409912973642349 0.9163346290588379
24       0.7720336895436049 0.7947924078131716 0.942201241850853 0.9244104854174351 0.042495194984518925 0.048931121826171875 0.8937530368566513 0.9719940328734751 0.8426245152950287 0.9282365705633016 0.7773476541042328 0.9225855562835932 0.9797679632902145 0.5056207180023193 0.02356499433517456 0.001836490916002695 0.08491668168360211 8.412214570663247e-05 0.8642491698265076 0.6067245602607727
25       0.8140630858639876 0.8222263349841038 0.9540755748748779 0.9034186107100256 0.049803504943847665 0.05688881874084473 0.9482190161943436 0.986499229297511 0.9066503047943115 0.9823250894786675 0.9066503047943115 0.9738576710224152 0.9919711947441101 0.003294646739959717 0.001406252384185791 0.003175158247750667 0.06964550218676491 0.00014453738689005198 0.937599390745163 0.9080563187599182
26       0.7808536410331726 0.7921220105141401 0.9279406666755676 0.9033010051969219 0.013703050091862679 0.05854131281375885 0.8607807636260987 0.9607724612562141 0.8126223683357239 0.9513357907697761 0.7588684260845184 0.9493054504195849 0.9273555129766464 0.674650102853775 0.27618759870529175 0.0006909997076874008 0.13377194222866026 1.8144694071976983e-05 0.8788699150085449 0.49355649948120117
27       0.8151865117251873 0.8365784393002589 0.9675615727901459 0.9201863290647329 0.05586981451189199 0.059471696615219116 0.9542243853211403 0.9907333291516416 0.9292303919792175 0.990711369958202 0.9370662569999695 0.9632164277136326 0.978981539607048 0.1924351453781128 0.16499024629592896 0.0022798089016046394 0.041226256432996995 7.685603621006001e-05 0.8988905251026154 0.7130114436149597
28       0.772796243429184 0.7956753075122833 0.9661675244569778 0.9055148313442866 0.045797304673628414 0.02931089699268341 0.9776021043459574 0.993902432647058 0.9662662744522095 0.990118662152657 0.926607072353363 0.984438012043635 0.9954103529453278 0.0006306767463684082 0.0017275810241699219 0.000932363206247525 0.01893371317404908 7.576630683985357e-05 0.7875963946183523 0.4522288739681244
29       0.7852260276675225 0.7921596345802149 0.9471665918827057 0.8909893972675006 0.06728847324848175 0.0508393794298172 0.8795500874519349 0.9595384924537704 0.7906413972377777 0.9743606244145919 0.8632084429264069 0.9984087154269219 0.9688058793544769 0.02466893196105957 0.0410313606262207 0.0005680718143730338 0.021807076454408686 3.23681387500383e-05 0.9638028979301453 0.9388291239738464
30       0.8143441081047058 0.8477091193199158 0.9788790643215179 0.899173003582915 0.07581494251887 0.06533975899219513 0.963324099779129 0.9912226914549329 0.9126125872135162 0.9842610951646149 0.9126125872135162 0.9922940507531166 0.9741266667842865 0.0022954344749450684 0.0019254684448242188 0.0009962694711899843 0.04640831017378847 3.102618196082354e-05 0.897339940071106 0.6964007616043091
31       0.7734419032931328 0.7821794996658962 0.9449157267808914 0.9003560355176097 0.03498182073235512 0.04211793839931488 0.816180270165205 0.9444728856252556 0.7245350182056427 0.9569945709611325 0.8000380992889404 0.9963686242699623 0.9348464906215668 0.0022769570350646973 0.0009094476699829102 0.000537762384700309 0.04558131921322399 5.876689244542248e-05 0.7940271086990833 0.30031701922416687
32       0.7844147607684135 0.8073035987714927 0.9381425380706787 0.9014440943120103 0.05321937902220364 0.09436340630054474 0.9052388767401377 0.9711288210373024 0.7826323211193085 0.961216999788395 0.8475339710712433 0.9195166875918707 0.9211093932390213 0.004102349281311035 0.0016664862632751465 0.000966359863799831 0.02769516840476014 5.2938622965055925e-05 0.8296164671579996 0.676509439945221
33       0.6956787724047899 0.7305160919204354 0.9259717166423798 0.8851910162965456 0.04762333631515503 0.03523111343383789 0.8522582724690437 0.9273075783110629 0.7678892016410828 0.9184523716891593 0.750374048948288 0.9430527428963354 0.9620333015918732 0.009235143661499023 0.024045944213867188 0.002105173648680935 0.0859846421463797 5.6463096411804096e-05 0.8905226290225983 0.5704154372215271
34       0.8034255454937617 0.8425702328483263 0.9557273387908936 0.892238398297475 0.033235018903558955 0.07255065441131592 0.9571128686269125 0.9920506421349042 0.9321590960025787 0.9833168008892104 0.8923889696598053 0.9645939903954664 0.9675583243370056 0.015092968940734863 0.020339012145996094 0.0009751048328674351 0.024579002423748247 8.412214570663247e-05 0.6668562491734823 0.5605128407478333
35       0.7527046899000803 0.7761022181560595 0.9275694787502289 0.9038927020697758 0.055513858795166016 0.057563722133636475 0.9556603531042734 0.9871481257779742 0.9300548136234283 0.9862900673524706 0.914311945438385 0.9815419266621271 0.9762185215950012 0.11134380102157593 0.2585565447807312 0.001446701634068176 0.0333739033282214 9.692691601563666e-05 0.9346223076184591 0.9306886792182922
36       0.8069465272128582 0.8410264557848375 0.966327041387558 0.9090118092883911 0.0707263398555017 0.08554735779762268 0.9376615956425667 0.9833565416358114 0.8779752850532532 0.9783381790345249 0.8779752850532532 0.9672990664839745 0.9837422072887421 0.377086877822876 0.12350040674209595 0.0013569776170384105 0.03949731594593542 5.003522033270937e-05 0.898984506726265 0.8446134328842163
37       0.7778705997126443 0.8054791095533541 0.9467667043209076 0.8912274094534592 0.04076308960264374 0.054253220558166504 0.8778163109506879 0.9407024721870103 0.8093649446964264 0.9491677675023871 0.8158746361732483 0.973259428356375 0.9578060805797577 0.017332851886749268 0.003544449806213379 0.0015048616295227524 0.05301575136651487 0.00011777474279782386 0.94916946547372 0.9242430925369263
38       0.798985306918621 0.8157345823943615 0.9498142302036285 0.8876508133086775 0.055463203612495904 0.044520244002342224 0.9390801191329956 0.970407841104455 0.9090835750102997 0.9544260313374693 0.7991005778312683 0.9847647490600745 0.956850677728653 0.01445615291595459 0.0035079121589660645 0.0023594634128296893 0.08009807405395125 0.00010069955869477307 0.8638493537902832 0.7661060094833374
39       0.825002976693213 0.8568173092789948 0.9643058478832245 0.902331964721911 0.012738423502963503 0.010684311389923096 0.8900086432695389 0.9556096178495794 0.8610484898090363 0.9572495662046965 0.8449125289916992 0.9901968641206622 0.9806463122367859 0.42074429988861084 0.007522284984588623 0.0018589599594019382 0.16220864250009134 3.3331786671210896e-05 0.9095578715205193 0.7664936780929565
40       0.816920188566049 0.8687352277338505 0.9541206061840057 0.9249241773246063 0.025852560997009277 0.03446769714355469 0.960130363702774 0.9945828146950291 0.9263339936733246 0.9955748286088744 0.9511536657810211 0.9881955509384472 0.9787113964557648 0.09207594394683838 0.3546968698501587 0.0017937895211574512 0.04466548939691559 9.167933537883996e-05 0.9397218426068624 0.9188287854194641
41       0.8254150915890932 0.8418329125270247 0.9580644816160202 0.9335389247941739 0.06894240776697791 0.02976280450820923 0.9320318102836609 0.9649490101510476 0.8918229937553406 0.9601943744487418 0.8102797865867615 0.9355260611822208 0.9738658666610718 0.008958399295806885 0.002095460891723633 0.00115565572907618 0.05245440891459731 3.817231950774633e-05 0.8965460062026978 0.6697335243225098
42       0.8100235561529795 0.8213148241241772 0.9513078033924103 0.9245321175881794 0.06110547889362683 0.05191287398338318 0.965086042881012 0.9943019488812723 0.943446934223175 0.9934708269130823 0.943446934223175 0.993797500928243 0.9781780689954758 0.0740969181060791 0.12251156568527222 0.0014463885229371836 0.035685990732666734 6.335657713476433e-05 0.7822482387224833 0.42768430709838867
43       0.7671554274857044 0.7924626190215349 0.939948320388794 0.9154441965477808 0.06852313876152039 0.061867743730545044 0.8394820168614388 0.9214473727652153 0.7984038293361664 0.8997871784357987 0.7684787511825562 0.9664636278059333 0.923175498843193 0.017332136631011963 0.0042724609375 0.0029009173705808536 0.04046979704330093 0.00017507264381091335 0.8930717259645462 0.7060592770576477
44       0.80473562926054 0.8374623574316502 0.9556012451648712 0.9257951297262716 0.03969679302290863 0.04726789891719818 0.907657516002655 0.9236665568917415 0.8165796995162964 0.9313490307148218 0.8165796995162964 0.9766088858246803 0.9833705872297287 0.027634263038635254 0.024214208126068115 0.0012469181349723673 0.08201516134747229 2.5676120791210658e-05 0.9207579731941223 0.7188714146614075
45       0.8345896889056478 0.8436072016400951 0.9595955610275269 0.911770456431744 0.03617301967836195 0.046029433608055115 0.9152018811021533 0.9685548725493911 0.8425005376338959 0.9719037156926813 0.9153107404708862 0.9828442995037351 0.9707304239273071 0.0211830735206604 0.0016381144523620605 0.0014959837457472558 0.1251161332457871 3.177509548363327e-05 0.9397879328046527 0.8529301285743713
46       0.8293881304562092 0.8515325132757425 0.94797483086586 0.9290802450850606 0.05671045364755578 0.03667321801185608 0.9002161994576454 0.9788873771327076 0.8256533443927765 0.9701240494340304 0.8304787576198578 0.9660926632583141 0.9306541681289673 0.008596062660217285 0.035945892333984375 0.0007308188165801887 0.04123845615762096 2.2418081829661704e-05 0.9060205072164536 0.778191864490509
47       0.7735515218228102 0.806821214966476 0.9622437357902527 0.908571952755781 0.05326821293149675 0.01856665313243866 0.9109929874539375 0.969440630434514 0.8665347695350647 0.9481077187698785 0.7885675728321075 0.9654853027313948 0.9820805191993713 0.007824599742889404 0.0057086944580078125 0.0011298849531983354 0.05192123798292444 4.749783841648757e-05 0.9482184499502182 0.8681080341339111
48       0.7056588884443045 0.7431597812101245 0.9380539506673813 0.8936922486815879 0.06961371817372064 0.13956107199192047 0.8659684285521507 0.8939754956482986 0.7176499366760254 0.9787547474588223 0.8545575141906738 0.9672020928313335 0.9663256406784058 0.7972491383552551 0.043683767318725586 0.0013793399970538633 0.020826812040720028 9.167933537883996e-05 0.6898961924016476 0.11124204099178314
49       0.8081386014819145 0.8352956933279831 0.9559028595685959 0.9064402248089513 0.04545666945391691 0.03511349856853485 0.9772906005382538 0.9949202322457626 0.9599620401859283 0.9948668247244159 0.9599620401859283 0.9985586553812027 0.9926493614912033 0.007024407386779785 0.14709162712097168 0.0017498007151892734 0.05012663946747109 7.720763086344522e-05 0.8565838932991028 0.6556493043899536
50       0.7726257182657719 0.7957680393010378 0.9626930505037308 0.904986301675821 0.04855792930251679 0.04362654685974121 0.895764172077179 0.9565912043734484 0.803968220949173 0.9679135804756136 0.8492928147315979 0.9869445264339447 0.9735404253005981 0.016496777534484863 0.007432460784912109 0.00046259857943142444 0.03912467861744641 1.376645872280931e-05 0.8394483774900436 0.493134081363678
51       0.7231365665793419 0.7539350371807814 0.9215787053108215 0.8824124385444623 0.045653578307893516 0.08416330814361572 0.8792819678783417 0.9295255269680496 0.8007168173789978 0.9498917018376933 0.8054375946521759 0.9813106171786785 0.9699902683496475 0.0025429129600524902 0.000732719898223877 0.00174379677646432 0.04899764198885802 0.00010069946266023607 0.8347109059492747 0.5250041484832764
52       0.7642429992556572 0.7707329671829939 0.9432104825973511 0.9071375322146494 0.041517211254252895 0.0588478147983551 0.8933217003941536 0.9491156529463813 0.7805199325084686 0.9674701848491187 0.7762589752674103 0.9806697741150856 0.9642355144023895 0.04744619131088257 0.44348978996276855 0.0026944286327039418 0.07222956382437576 8.037807550961006e-05 0.8704422414302826 0.7023670673370361
53       0.7978829080238938 0.8127381858415902 0.9425602853298187 0.9190796281191262 0.019156912341713905 0.024411752820014954 0.8841560799628496 0.9451307557144952 0.6964778751134872 0.9784517116594209 0.876901388168335 0.9521627882495522 0.9553383588790894 0.023306190967559814 0.06366407871246338 0.0020151208541442887 0.11529660167596395 7.014880298676536e-05 0.9560426697134972 0.818446695804596
54       0.7942978255450726 0.8408999995638926 0.9504283666610718 0.9065649450184351 0.04634650322523981 0.08030170202255249 0.951398454606533 0.9842057842961562 0.9201152920722961 0.9899994889691683 0.9201152920722961 0.9922959432005882 0.9861549586057663 0.36650097370147705 0.321052610874176 0.0010727052025260087 0.02606671262289235 7.014873608768552e-05 0.9364304840564728 0.8184472322463989
55       0.8115362375974655 0.8472708985209465 0.9703839868307114 0.896780876815319 0.054101364768069704 0.10855188965797424 0.9709232449531555 0.9882578874696142 0.9146071970462799 0.9910558870898454 0.9146071970462799 0.9898638228575388 0.9949881583452225 0.007479429244995117 0.010511338710784912 0.0007766193301430499 0.009694656700690642 7.546300520333672e-05 0.8681620756785074 0.754518985748291
56       0.747687166556716 0.7606290383264422 0.9324394017457962 0.8809713212327218 0.044616337120533034 0.09016555547714233 0.8643601834774017 0.959360625135758 0.8243059515953064 0.9582658270959001 0.8484940528869629 0.9862020059178273 0.9416017234325409 0.5864295363426208 0.1805037260055542 0.001178923020805951 0.028012191796379773 0.00011307507147085153 0.9531268775463104 0.9457307457923889
57       0.7706759085413069 0.8003225865541026 0.9447103142738342 0.9116283889225387 0.06630410398206399 0.06735679507255554 0.8941599130630493 0.9794043747258918 0.7676754891872406 0.9793701890613518 0.8659906089305878 0.9572870271125188 0.9548182487487793 0.9533665515482426 0.8663575649261475 0.0007900308097331714 0.030066806311261043 3.160796048953727e-05 0.9409592598676682 0.8846535682678223
58       0.7680732980370522 0.774724455922842 0.9526020884513855 0.9105673820949068 0.041746874065960116 0.06624524295330048 0.8928628712892532 0.9683775180491523 0.8596377372741699 0.9760264672391656 0.8453280925750732 0.9900760594755411 0.9513421654701233 0.011380553245544434 0.002367854118347168 0.0011088639722573606 0.053870159614851275 3.8174795057343404e-05 0.9017718881368637 0.7791188955307007
59       0.7851174821456274 0.7912899392346542 0.927463561296463 0.9046533207874745 0.04250048633132664 0.0846598744392395 0.9772091408570608 0.9903132751916033 0.9365655481815338 0.9877503873223885 0.9365655481815338 0.985552117228508 0.9784560352563858 0.8957137167453766 0.1386992335319519 0.00033981711529627325 0.017948933672789862 1.8624276935650278e-05 0.8621903856595358 0.7212315797805786
60       0.7935335021466017 0.8301366334781051 0.9443528652191162 0.898057165185371 0.04330228810960601 0.04777848720550537 0.9461446478962898 0.9874761465623436 0.9061933755874634 0.9856190794365496 0.9061933755874634 0.9921113029122353 0.97196826338768 0.023539066314697266 0.06368917226791382 0.0013076284387461793 0.039226739109159976 7.497657064415776e-05 0.891508623957634 0.7236314415931702
61       0.7582805808633566 0.7646070392802358 0.9417773336172104 0.8980809422523788 0.059010822664607665 0.055713310837745667 0.9349549934267998 0.9807207084479446 0.86624875664711 0.9580043909652041 0.8553355932235718 0.9266327470541 0.9471023678779602 0.49622011184692383 0.0040912628173828125 0.0021160780838605842 0.03148969796787928 0.00018913607597860675 0.8947832435369492 0.7157647609710693
62       0.8056694909930229 0.8499977760016918 0.9511811435222626 0.9138832655360644 0.02988418936729431 0.045767366886138916 0.8880465984344482 0.9624013589960967 0.8577830791473389 0.9525608434803949 0.7639284729957581 0.9720702648162842 0.9606860131025314 0.08353376388549805 0.10521352291107178 0.002159756749560216 0.10880366925737492 6.03990810906547e-05 0.9430359363555908 0.8495794534683228
63       0.7900238305330276 0.8278536036610603 0.9596965461969376 0.9052321214435829 0.03424399625509977 0.014777854084968567 0.8653564095497132 0.9201715073720709 0.8163636028766632 0.8913304161932434 0.661751851439476 0.9979798753346715 0.9629574120044708 0.47150546312332153 0.24291729927062988 0.0034548748423043956 0.07353490211803967 0.0001928390469314448 0.8891282320022583 0.7222654223442078
64       0.7802428354819616 0.8154072674612205 0.9519732147455215 0.8955786840783225 0.06585643440485 0.04849722981452942 0.8935105899969736 0.9734613363681213 0.8313392698764801 0.9668300401468457 0.8313392698764801 0.9597190419832865 0.9300679564476013 0.027279317378997803 0.006884157657623291 0.0008421610243174555 0.022924164260314798 5.228775020788541e-05 0.9526640971501669 0.9021432399749756
65       0.8016270950436593 0.8267461982866129 0.9600952565670013 0.9048129991339199 0.047351740557571964 0.045119673013687134 0.9073237538337707 0.9562834608286963 0.8702156841754913 0.9569341013753894 0.8582664430141449 0.9751135572791099 0.9816558361053467 0.07287353277206421 0.001649022102355957 0.002686553487577703 0.062725487344319 0.00011709605423900686 0.9027408957481384 0.7962244153022766
66       0.8106379974633455 0.8326029451563954 0.9657950103282928 0.9069708470939374 0.06726326644420622 0.044936299324035645 0.94678695499897 0.9625322276675323 0.913527250289917 0.9656982037643829 0.8393664062023163 0.9681353686998287 0.9763886034488678 0.8488644361495972 0.5701673924922943 0.001225434649545605 0.048966974794101906 4.900899345704385e-05 0.8362442851066589 0.6818676590919495
67       0.795475710183382 0.8168971035629511 0.9451062977313995 0.89858975505287 0.05032852772743468 0.0452888160943985 0.9349140301346779 0.9853985464006065 0.8921558260917664 0.9830936683723692 0.8921558260917664 0.9876900985836983 0.965164378285408 0.0023809075355529785 0.09924817085266113 0.003576014080957114 0.06068614493920485 0.00019894220084367583 0.9463454037904739 0.8613572716712952
68       0.787933174520731 0.8014144394546747 0.9516453146934509 0.8995877997223595 0.0622807879533086 0.04548773169517517 0.951479859650135 0.9846790911522794 0.9133985936641693 0.9842935012514706 0.9133985936641693 0.9907092154026031 0.9884686172008514 0.03837573528289795 0.15136462450027466 0.0011450661447024357 0.060620073422108726 4.966109090086315e-05 0.9025350362062454 0.7340383529663086
69       0.7868799070517222 0.8197450935840607 0.9627043753862381 0.8984863537329214 0.05265592880870984 0.0856257826089859 0.9258090655008951 0.9587269515486634 0.8888207376003265 0.9570612630117836 0.8888207376003265 0.9789610033233961 0.9709701091051102 0.0998125672340393 0.013469159603118896 0.0004563411205613463 0.01982796102088096 3.177509548363327e-05 0.9136828978856405 0.8529312610626221
70       0.7985331073403359 0.8121157117187977 0.9390788376331329 0.9090382604044862 0.04301787487098152 0.018569886684417725 0.854057639837265 0.9355147271303714 0.7718363702297211 0.9324989224381959 0.7731647193431854 0.981704369187355 0.9469032287597656 0.6933198869228363 0.015158295631408691 0.004079278137270523 0.07366468382384006 0.0002926358891460228 0.9258851289749146 0.8210515379905701
71       0.7669895688692728 0.8250097980101903 0.9652833938598633 0.8901385172289245 0.055556181980215946 0.07618720829486847 0.9585224092006683 0.9873828177472035 0.891202449798584 0.981084715848425 0.891202449798584 0.9851202070713043 0.9707068800926208 0.0330275297164917 0.03625833988189697 0.000578919132160578 0.010262723929686714 5.876689244542248e-05 0.7419528166453043 0.5280581116676331
72       0.80856529250741 0.8294440153986216 0.946844682097435 0.9035947249092237 0.036043405532836914 0.04377943277359009 0.9370230063796043 0.9823062776281386 0.8845592439174652 0.9742030658157681 0.8481939435005188 0.9985799118876457 0.9703829437494278 0.9448355138301849 0.03677123785018921 0.0005004525498340592 0.05545969905029211 1.817167394323016e-05 0.8541451841592789 0.49637603759765625
73       0.7782051265239716 0.7948510572314262 0.9389638602733612 0.8961497616361488 0.04998050505916274 0.05222412943840027 0.8504429012537003 0.8889870235824882 0.7365671694278717 0.88347533823984 0.7365671694278717 0.9978110440075397 0.9751502722501755 0.20488351583480835 0.0037119388580322266 0.00102922237774525 0.0425573867921058 4.4454822831421697e-05 0.8062018379569054 0.36241790652275085
