ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
16       0.8388955493768057 0.8401315199832122 0.9690602123737335 0.9320882412852073 0.048957630395889296 0.09226435422897339 0.9063550531864166 0.9690600049590259 0.8482798933982849 0.9800537119488055 0.8470003604888916 0.9804329713185629 0.9780996590852737 0.009476721286773682 0.01353675127029419 0.0004023813731455281 0.013875960071957221 3.0819984796429724e-05 0.8614152272542318 0.6393986344337463
17       0.7966187745332718 0.8351535275578499 0.9727343320846558 0.9338293994466463 0.020235634512371536 0.05246029794216156 0.9548466920852661 0.9631927738832773 0.8967002928256989 0.978271349205758 0.8967002928256989 0.9753265112638474 0.9902667254209518 0.12607377767562866 0.0028548836708068848 0.006038560971169546 0.11355045285218109 0.0005190412972063778 0.9351650595664978 0.8538926243782043
18       0.8655154928565025 0.8853409849107265 0.9652119129896164 0.9295434162511931 0.029625980899884108 0.048076167702674866 0.9861752763390541 0.9968122666501502 0.9742593467235565 0.9965795512491971 0.9742593467235565 0.9872149676084518 0.9906854927539825 0.20229017734527588 0.28636085987091064 0.0021758940022476117 0.04346668285483444 9.88826572954011e-05 0.9304843246936798 0.8581057190895081
19       0.8389763176441193 0.8752753754456838 0.9756625145673752 0.9420256036169389 0.053000614047050476 0.07576996088027954 0.9082271218299866 0.9480836359230436 0.8162546455860138 0.9809851995540289 0.8799328505992889 0.9961544692516328 0.9770763218402863 0.08204919099807739 0.025687754154205322 0.0028504402129668053 0.06410860714823666 0.0001260054869964468 0.9352138996124267 0.9062033295631409
20       0.8836136509974798 0.8705875054001808 0.9670232683420181 0.9447722023277614 0.01748830300790294 0.04900507628917694 0.9217982788880666 0.9783761361306595 0.8443939983844757 0.9619351951956681 0.780441164970398 0.9701174507538477 0.9775572419166565 0.2363274097442627 0.14548397064208984 0.004103638400609804 0.18852824230231238 0.00010069955869477307 0.897085706392924 0.8598352074623108
21       0.8525643249352773 0.8681586037079494 0.9783720225095749 0.9383030785247684 0.05057922967018624 0.08762086927890778 0.8923938075701395 0.9685847911658927 0.8151572644710541 0.9048671028736801 0.6864094883203506 0.936159352461497 0.9787684231996536 0.03760117292404175 0.20449280738830566 0.0013092089010576194 0.032634011525792296 7.546307717050094e-05 0.8522002299626669 0.7545185089111328
22       0.9112670123577118 0.9100421791275342 0.9534709006547928 0.9395956038271339 0.030354652553796768 0.034175097942352295 0.9686680972576142 0.9909619021029279 0.923893392086029 0.9982384091061505 0.9598889946937561 0.9979894012212753 0.9857825934886932 0.003124833106994629 0.015000104904174805 0.0020271318150865813 0.08486371517424054 9.88826572954011e-05 0.9228764772415161 0.8009591698646545
23       0.8352113887667656 0.8653321973979473 0.9754460453987122 0.9491483825139511 0.03868968486785884 0.10102713108062744 0.9148837327957153 0.9774338203273505 0.80835822224617 0.9780258765849639 0.9180124700069427 0.9722356821099917 0.9758343696594238 0.8957537487149239 0.027979135513305664 0.0018366063167925396 0.031192541559168365 9.167933537883996e-05 0.9409912973642349 0.9163346290588379
24       0.8469915650784969 0.8801500232269366 0.9401764571666718 0.9537102771369187 0.029244468263957768 0.0792769342660904 0.8779468387365341 0.9219793519746484 0.7506565749645233 0.980365794521787 0.8539211452007294 0.9935787655413151 0.9702516049146652 0.5056207180023193 0.02356499433517456 0.001836490916002695 0.08491668168360211 8.412214570663247e-05 0.8642491698265076 0.6067245602607727
25       0.8084392274419466 0.8319397233426571 0.9048420339822769 0.9423034788257834 0.03164961027062463 0.08210575580596924 0.9574867685635885 0.9788366175406367 0.8456463813781738 0.965533529909059 0.876034289598465 0.9924411699175835 0.9645227193832397 0.003294646739959717 0.001406252384185791 0.003175158247750667 0.06964550218676491 0.00014453738689005198 0.937599390745163 0.9080563187599182
26       0.8327154338359832 0.8391189932823181 0.9539121091365814 0.9398353053256869 0.011189140876134207 0.050663843750953674 0.8522006511688233 0.9612756750191833 0.8038367331027985 0.9726418512497821 0.8136834502220154 0.9908613244692485 0.9756911247968674 0.674650102853775 0.27618759870529175 0.0006909997076874008 0.13377194222866026 1.8144694071976983e-05 0.8788699150085449 0.49355649948120117
27       0.9001099094748497 0.9132632377247016 0.9609894007444382 0.9518159622446113 0.03959917426109316 0.038596153259277344 0.9754251912236214 0.997164887191845 0.9500837326049805 0.9966632018551582 0.9616947770118713 0.9782794093092283 0.9906482994556427 0.1924351453781128 0.16499024629592896 0.0022798089016046394 0.041226256432996995 7.685603621006001e-05 0.8988905251026154 0.7130114436149597
28       0.8751451273759207 0.878643191109101 0.9826871454715729 0.9388006085157394 0.031400592625141166 0.07949282228946686 0.9897261758645376 0.9985004381586222 0.9834772050380707 0.9986477122752921 0.9834772050380707 0.993599553902944 0.9974331706762314 0.0006306767463684082 0.0017275810241699219 0.000932363206247525 0.01893371317404908 7.576630683985357e-05 0.7875963946183523 0.4522288739681244
29       0.830509614944458 0.8636619706948598 0.9677487164735794 0.9381452093661671 0.030552825757435342 0.04794690012931824 0.8183517783880234 0.9027919507058035 0.665057048201561 0.9856438087577004 0.8700478672981262 0.9481567487120628 0.9740691483020782 0.02466893196105957 0.0410313606262207 0.0005680718143730338 0.021807076454408686 3.23681387500383e-05 0.9638028979301453 0.9388291239738464
30       0.859786331653595 0.8872779086232185 0.9732229262590408 0.9395205329317565 0.05203887007453223 0.09930087625980377 0.9738957434892654 0.9961749879208472 0.9339276552200317 0.9917970981783277 0.9339276552200317 0.976577952504158 0.9743937849998474 0.0022954344749450684 0.0019254684448242188 0.0009962694711899843 0.04640831017378847 3.102618196082354e-05 0.897339940071106 0.6964007616043091
31       0.8754180409014225 0.8794058505445719 0.960978701710701 0.9269801989074581 0.035890583110892216 0.03850391507148743 0.8800441846251488 0.9753250122480646 0.8193276226520538 0.9874556261495799 0.8782458901405334 0.9528798259794712 0.9514203369617462 0.0022769570350646973 0.0009094476699829102 0.000537762384700309 0.04558131921322399 5.876689244542248e-05 0.7940271086990833 0.30031701922416687
32       0.8632396459579468 0.8754345426956813 0.9664705246686935 0.9461594397021879 0.04121177836700718 0.08245709538459778 0.9327976504961649 0.9810716163301549 0.8791046142578125 0.9865375259395313 0.8871865570545197 0.9846213161945343 0.9716484844684601 0.004102349281311035 0.0016664862632751465 0.000966359863799831 0.02769516840476014 5.2938622965055925e-05 0.8296164671579996 0.676509439945221
33       0.8366408571600914 0.8452245357135932 0.9315095096826553 0.9169311542789658 0.04570424268322604 0.021354377269744873 0.9150602780282497 0.9788794135896879 0.882263720035553 0.9713291997275402 0.8342515826225281 0.9788438134959766 0.9488552212715149 0.009235143661499023 0.024045944213867188 0.002105173648680935 0.0859846421463797 5.6463096411804096e-05 0.8905226290225983 0.5704154372215271
34       0.8569116095701853 0.8717176218827565 0.9757860451936722 0.9265942058215538 0.02890590429306028 0.0566927045583725 0.9536118507385254 0.9912982031343418 0.9281917810440063 0.9934678931679315 0.9120755195617676 0.9589082847038904 0.9742997884750366 0.015092968940734863 0.020339012145996094 0.0009751048328674351 0.024579002423748247 8.412214570663247e-05 0.6668562491734823 0.5605128407478333
35       0.8629463215668997 0.8690601947406928 0.948401466012001 0.9345410747660531 0.036717030405998274 0.09010863304138184 0.9655364255110422 0.9937964142265798 0.9481295347213745 0.9902012546932077 0.9282038807868958 0.9975813527901968 0.9768046587705612 0.11134380102157593 0.2585565447807312 0.001446701634068176 0.0333739033282214 9.692691601563666e-05 0.9346223076184591 0.9306886792182922
36       0.8811110705137253 0.902867150803407 0.9760682284832001 0.9346913728786974 0.0578592607268581 0.07723894715309143 0.942915067076683 0.9787321541949883 0.8491537272930145 0.9894138433787232 0.9092088043689728 0.9954937249422073 0.9898419976234436 0.377086877822876 0.12350040674209595 0.0013569776170384105 0.03949731594593542 5.003522033270937e-05 0.898984506726265 0.8446134328842163
37       0.8534043942178998 0.8755730757755893 0.949730783700943 0.9306750517020854 0.02970722764730449 0.05478447675704956 0.9054692387580872 0.9675828999350209 0.8643355965614319 0.9766352878013258 0.8804373145103455 0.9900976146970477 0.9664829075336456 0.017332851886749268 0.003544449806213379 0.0015048616295227524 0.05301575136651487 0.00011777474279782386 0.94916946547372 0.9242430925369263
38       0.8703627526760102 0.8793216206133365 0.9627010971307755 0.9248174721231828 0.041945797701676724 0.037232667207717896 0.9367214500904083 0.9803681364979866 0.9025024771690369 0.9798761064162047 0.8436112105846405 0.9907180329163869 0.9607632160186768 0.01445615291595459 0.0035079121589660645 0.0023594634128296893 0.08009807405395125 0.00010069955869477307 0.8638493537902832 0.7661060094833374
39       0.856288468465209 0.8935678703710437 0.969018891453743 0.9297632654910689 0.014286461330595523 0.024983912706375122 0.9213329181075096 0.9626826557293775 0.8617523312568665 0.9687255746127246 0.8656461536884308 0.9831213038414717 0.9820704460144043 0.42074429988861084 0.007522284984588623 0.0018589599594019382 0.16220864250009134 3.3331786671210896e-05 0.9095578715205193 0.7664936780929565
40       0.8399631480375925 0.8602490822474161 0.9618833214044571 0.9538766288594024 0.01966818083416333 0.08508791029453278 0.9275894264380137 0.9717192310030924 0.8381941318511963 0.9905976050086807 0.8422057032585144 0.9612246056397755 0.981964111328125 0.09207594394683838 0.3546968698501587 0.0017937895211574512 0.04466548939691559 9.167933537883996e-05 0.9397218426068624 0.9188287854194641
41       0.8559424355626106 0.8678875751793385 0.9128524661064148 0.9667877974835309 0.03245672402959876 0.01980137825012207 0.8920097574591637 0.9340042137772997 0.7123919129371643 0.9782226325739192 0.8437740504741669 0.9967877541979154 0.9236727803945541 0.008958399295806885 0.002095460891723633 0.00115565572907618 0.05245440891459731 3.817231950774633e-05 0.8965460062026978 0.6697335243225098
42       0.8992229799429575 0.8925525744756062 0.9579544961452484 0.9516488177866875 0.051063616360936814 0.08957667648792267 0.9906618098417918 0.9990283839259826 0.9825721085071564 0.9991571977274276 0.9825721085071564 0.9969402253627777 0.9877955764532089 0.0740969181060791 0.12251156568527222 0.0014463885229371836 0.035685990732666734 6.335657713476433e-05 0.7822482387224833 0.42768430709838867
43       0.8357656002044678 0.8629125654697418 0.9546349197626114 0.9436481536730476 0.059193775057792664 0.06764023005962372 0.9036662504076958 0.9688067852776641 0.8545274138450623 0.9756902148018423 0.8669617772102356 0.9632593154907226 0.9701108932495117 0.017332136631011963 0.0042724609375 0.0029009173705808536 0.04046979704330093 0.00017507264381091335 0.8930717259645462 0.7060592770576477
44       0.8820169329643249 0.9013203114271164 0.9797400832176208 0.9500065882753882 0.03620775540669763 0.030771702527999878 0.9356998443603516 0.9735338126949662 0.8611069023609161 0.9860425462228051 0.8624155521392822 0.9771395087242126 0.9851932972669601 0.027634263038635254 0.024214208126068115 0.0012469181349723673 0.08201516134747229 2.5676120791210658e-05 0.9207579731941223 0.7188714146614075
45       0.8951077461242676 0.8983746320009232 0.9490007162094116 0.9438488192028469 0.01916435231333191 0.031460076570510864 0.917356150490897 0.9839718101546371 0.8695553541183472 0.9879240462530277 0.8695553541183472 0.9827077190081278 0.9708808213472366 0.0211830735206604 0.0016381144523620605 0.0014959837457472558 0.1251161332457871 3.177509548363327e-05 0.9397879328046527 0.8529301285743713
46       0.8821351826190948 0.8983011742432911 0.9713438451290131 0.9567629937772397 0.03382935036312451 0.0589335560798645 0.9247453361749649 0.9886006389260977 0.8611682057380676 0.9834336259140644 0.8686279356479645 0.9833968818187714 0.9666086733341217 0.008596062660217285 0.035945892333984375 0.0007308188165801887 0.04123845615762096 2.2418081829661704e-05 0.9060205072164536 0.778191864490509
47       0.8431225270032883 0.8675310425460339 0.9453528970479965 0.9355680597099391 0.043288667996724484 0.0594823956489563 0.9103519469499588 0.9727440593984991 0.8825145661830902 0.9683282066150767 0.8030440807342529 0.976137427347047 0.9276841729879379 0.007824599742889404 0.0057086944580078125 0.0011298849531983354 0.05192123798292444 4.749783841648757e-05 0.9482184499502182 0.8681080341339111
48       0.8287299424409866 0.8358134205142658 0.9514581114053726 0.9333275490336947 0.048814873397350356 0.06456325948238373 0.923736035823822 0.9588839738238626 0.8239155411720276 0.9909174293629306 0.859627366065979 0.9516901522874832 0.9820707440376282 0.7972491383552551 0.043683767318725586 0.0013793399970538633 0.020826812040720028 9.167933537883996e-05 0.6898961924016476 0.11124204099178314
49       0.8461809158325195 0.862712914745013 0.9512529075145721 0.9402713382785971 0.028979135751724283 0.07162731885910034 0.970120258629322 0.9863549765630069 0.9194927215576172 0.989256817023886 0.9194927215576172 0.9975316599011421 0.9830720126628876 0.007024407386779785 0.14709162712097168 0.0017498007151892734 0.05012663946747109 7.720763086344522e-05 0.8565838932991028 0.6556493043899536
50       0.8549171090126038 0.8675620257854462 0.9604810774326324 0.9454563511856671 0.032926537488636165 0.049364566802978516 0.9037752375006676 0.9695169402804096 0.8471255600452423 0.9433952808928971 0.7616182267665863 0.9664382562041283 0.9768627882003784 0.016496777534484863 0.007432460784912109 0.00046259857943142444 0.03912467861744641 1.376645872280931e-05 0.8394483774900436 0.493134081363678
51       0.8467552463213602 0.8631543045242627 0.9683769196271896 0.9196111364290118 0.0450257245037291 0.05768491327762604 0.9191467265288035 0.9702505402166253 0.8327977061271667 0.9770556189380688 0.8759116530418396 0.9924899314840635 0.9894644618034363 0.0025429129600524902 0.000732719898223877 0.00174379677646432 0.04899764198885802 0.00010069946266023607 0.8347109059492747 0.5250041484832764
52       0.8726142048835754 0.872676819562912 0.9582682400941849 0.9320244417857315 0.0341577491699121 0.038334205746650696 0.9529466331005096 0.9844053693832997 0.9045986831188202 0.9816822475771181 0.9045986831188202 0.9984577596187592 0.9886276721954346 0.04744619131088257 0.44348978996276855 0.0026944286327039418 0.07222956382437576 8.037807550961006e-05 0.8704422414302826 0.7023670673370361
53       0.8739133663475513 0.8809842530637979 0.961247444152832 0.9478369233971935 0.012109681963920593 0.0239221453666687 0.9031291417777538 0.9721774567985477 0.841804176568985 0.9681809997011985 0.8636167347431183 0.9834844954311848 0.9573149681091309 0.023306190967559814 0.06366407871246338 0.0020151208541442887 0.11529660167596395 7.014880298676536e-05 0.9560426697134972 0.818446695804596
54       0.848782479763031 0.860577975710233 0.9620708227157593 0.9325892284915254 0.039043943583965346 0.049463942646980286 0.9792578220367432 0.9941540805585367 0.9551962912082672 0.9942667052760541 0.9551962912082672 0.9940268397331238 0.9755799025297165 0.36650097370147705 0.321052610874176 0.0010727052025260087 0.02606671262289235 7.014873608768552e-05 0.9364304840564728 0.8184472322463989
55       0.8455503185590109 0.8604490148524444 0.9768291115760803 0.9321167903101962 0.045025544507162896 0.10214775800704956 0.9388521611690521 0.9626488408908775 0.8172961175441742 0.9890286448045558 0.8759039640426636 0.9612551629543304 0.9926681071519852 0.007479429244995117 0.010511338710784912 0.0007766193301430499 0.009694656700690642 7.546300520333672e-05 0.8681620756785074 0.754518985748291
56       0.8605527430772781 0.8693309997518857 0.9601679146289825 0.931380256322714 0.02673749294545913 0.06809917092323303 0.9247919321060181 0.9816761069671438 0.8872250020503998 0.9924912510964958 0.8967447876930237 0.964466725786527 0.9706145375967026 0.5864295363426208 0.1805037260055542 0.001178923020805951 0.028012191796379773 0.00011307507147085153 0.9531268775463104 0.9457307457923889
57       0.8311252258718014 0.8660776037722826 0.7976007014513016 0.9416094537096462 0.041848025445280435 0.07602858543395996 0.8685691095888615 0.8693618978189515 0.6381481438875198 0.9943611264742795 0.9125222563743591 0.9367705943683783 0.8122576922178268 0.9533665515482426 0.8663575649261475 0.0007900308097331714 0.030066806311261043 3.160796048953727e-05 0.9409592598676682 0.8846535682678223
58       0.8375450968742371 0.8387242197990418 0.9666363149881363 0.9489849495519068 0.032152713276445866 0.07898266613483429 0.9174851030111313 0.9778528317798347 0.8595714271068573 0.9874693113833848 0.8595714271068573 0.9635443910956383 0.9823437333106995 0.011380553245544434 0.002367854118347168 0.0011088639722573606 0.053870159614851275 3.8174795057343404e-05 0.9017718881368637 0.7791188955307007
59       0.8438560167948405 0.8504376684625943 0.9497830271720886 0.9346724968464648 0.03167484586055458 0.09494060277938843 0.9924822052319845 0.9975550144811152 0.9829948544502258 0.9973726232891753 0.9829948544502258 0.9926222662130992 0.9934350401163101 0.8957137167453766 0.1386992335319519 0.00033981711529627325 0.017948933672789862 1.8624276935650278e-05 0.8621903856595358 0.7212315797805786
60       0.8886695951223373 0.9038389921188354 0.9441908895969391 0.9301438456451571 0.03535301904929311 0.053787678480148315 0.9611592888832092 0.9902672906503476 0.9141336381435394 0.9934649615209192 0.9141336381435394 0.9892199039459229 0.9639349281787872 0.023539066314697266 0.06368917226791382 0.0013076284387461793 0.039226739109159976 7.497657064415776e-05 0.891508623957634 0.7236314415931702
61       0.8706987649202347 0.8670446313917637 0.9659306406974792 0.9297253423651983 0.04707570509477099 0.06282840669155121 0.961188405752182 0.9884119401978477 0.9094843566417694 0.9858558759729101 0.9094843566417694 0.9849306344985962 0.9781212657690048 0.49622011184692383 0.0040912628173828125 0.0021160780838605842 0.03148969796787928 0.00018913607597860675 0.8947832435369492 0.7157647609710693
62       0.8608010172843933 0.88725805580616 0.9776671379804611 0.948534569755104 0.023800666133562687 0.055502936244010925 0.8724562525749207 0.953356333393188 0.7832770943641663 0.974519676289809 0.838268518447876 0.9725457966327667 0.9707416892051697 0.08353376388549805 0.10521352291107178 0.002159756749560216 0.10880366925737492 6.03990810906547e-05 0.9430359363555908 0.8495794534683228
63       0.8164134323596954 0.8417642265558243 0.966826781630516 0.9409034455962041 0.022199220458666513 0.049800798296928406 0.8836834907531739 0.962133520822869 0.8427136540412903 0.9603106026027337 0.8069857060909271 0.962703960282462 0.9715247750282288 0.47150546312332153 0.24291729927062988 0.0034548748423043956 0.07353490211803967 0.0001928390469314448 0.8891282320022583 0.7222654223442078
64       0.8671407898267111 0.8674111689130466 0.9336370974779129 0.9435229628316818 0.04080691933631897 0.074461430311203 0.9735800524552664 0.9947149020280079 0.9449180066585541 0.9949950887046146 0.9449180066585541 0.9942989647388458 0.9588175863027573 0.027279317378997803 0.006884157657623291 0.0008421610243174555 0.022924164260314798 5.228775020788541e-05 0.9526640971501669 0.9021432399749756
65       0.9099944949150085 0.9206485311190287 0.973075270652771 0.9364971396468934 0.03752782826240242 0.038064807653427124 0.9279928088188172 0.9892879225199351 0.8762468099594116 0.9765453289266119 0.861892580986023 0.9602872967720032 0.9831503480672836 0.07287353277206421 0.001649022102355957 0.002686553487577703 0.062725487344319 0.00011709605423900686 0.9027408957481384 0.7962244153022766
66       0.8620633706450462 0.8662504330277443 0.9752070754766464 0.9447876597228257 0.04061084347111843 0.09550787508487701 0.937339723110199 0.9882678688217226 0.8548126518726349 0.9775104240210748 0.8246165215969086 0.9817805166045824 0.9797183871269226 0.8488644361495972 0.5701673924922943 0.001225434649545605 0.048966974794101906 4.900899345704385e-05 0.8362442851066589 0.6818676590919495
67       0.8567370548844337 0.8660847979287307 0.9704864025115967 0.9403046429730378 0.030525056521097826 0.03950244188308716 0.9493483379483223 0.9804480210169455 0.8790921270847321 0.980008925770818 0.8790921270847321 0.9881865382194519 0.9817302078008652 0.0023809075355529785 0.09924817085266113 0.003576014080957114 0.06068614493920485 0.00019894220084367583 0.9463454037904739 0.8613572716712952
68       0.840356282889843 0.8633988536894321 0.9774177968502045 0.9412442169538359 0.034941330552101135 0.06527838110923767 0.9604790583252907 0.9821559443490546 0.8980496525764465 0.9854016602289768 0.8980496525764465 0.9837752357125282 0.9899144768714905 0.03837573528289795 0.15136462450027466 0.0011450661447024357 0.060620073422108726 4.966109090086315e-05 0.9025350362062454 0.7340383529663086
69       0.8505545655886332 0.8441932797431946 0.9617148488759995 0.9373751165820103 0.04102349990890142 0.11544355750083923 0.9235423306624094 0.9787598431595192 0.8746649622917175 0.9827504318902633 0.8746649622917175 0.983310838540395 0.9815215766429901 0.0998125672340393 0.013469159603118896 0.0004563411205613463 0.01982796102088096 3.177509548363327e-05 0.9136828978856405 0.8529312610626221
70       0.8369427382946014 0.8504037365317345 0.9421917200088501 0.9411613894005616 0.0323638366535306 0.04639708995819092 0.9109809696674347 0.9746490911829184 0.8567200899124146 0.9671258345626796 0.8250447511672974 0.988833737373352 0.9642131328582764 0.6933198869228363 0.015158295631408691 0.004079278137270523 0.07366468382384006 0.0002926358891460228 0.9258851289749146 0.8210515379905701
71       0.9058087567488352 0.9148619373639424 0.9707103669643402 0.9422663223484288 0.035881382497874204 0.04551595449447632 0.9791285196940104 0.9981298285820515 0.9627825617790222 0.9976779031091212 0.9627825617790222 0.9946822126706442 0.9834580421447754 0.0330275297164917 0.03625833988189697 0.000578919132160578 0.010262723929686714 5.876689244542248e-05 0.7419528166453043 0.5280581116676331
72       0.8583444654941559 0.8747405856847763 0.9431776404380798 0.9383214452165238 0.026787606654343765 0.0562414675951004 0.9548294767737389 0.986854247055561 0.919867217540741 0.981913933807256 0.919867217540741 0.9686076417565346 0.985953152179718 0.9448355138301849 0.03677123785018921 0.0005004525498340592 0.05545969905029211 1.817167394323016e-05 0.8541451841592789 0.49637603759765625
73       0.8003749400377274 0.8205574825406075 0.9673719108104706 0.9359453973316011 0.030377448900886228 0.06997375190258026 0.8970049917697906 0.962905420157333 0.8557120561599731 0.9710199718048198 0.8610306680202484 0.9456709533929825 0.9786351323127747 0.20488351583480835 0.0037119388580322266 0.00102922237774525 0.0425573867921058 4.4454822831421697e-05 0.8062018379569054 0.36241790652275085
